"title","tags","views","likes","comment_count","category_id","categories","publish_date_official","trend_date_official","Title","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","tag12","tag13","tag14","tag15","tag16","tag17","tag18","tag19","tag20","tag21","tag22","tag23","tag24","tag25","tag26","tag27","tag28","tag29","tag30","tag31","tag32","tag33","tag34","tag35","tag36","tag37","tag38","tag39","tag40","tag41","tag42","tag43","tag44","tag45","tag46","tag47","tag48","tag49","tag50","tag51","tag52"
"周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV","周杰倫|""Jay""|""Chou""|""周董""|""周杰伦""|""周傑倫""|""杰威尔""|""周周""|""袁詠琳""|""cindy""|""yen""|""官方""|""高清""|""不愛我就拉倒""|""繁體""|""浩克""|""彈頭""",21846890,140065,15397,10,"Music",2018-05-14,2018-06-10,"周杰倫 Jay Chou【不愛我就拉倒 If You Don't Love Me, It's Fine】Official MV","周杰倫","Jay","Chou","周董","周杰伦","周傑倫","杰威尔","周周","袁詠琳","cindy","yen","官方","高清","不愛我就拉倒","繁體","浩克","彈頭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZAYN - Entertainer (Official Video)","Entertainer|""Pop""|""RCA Records Label""|""ZAYN""",21688951,634770,38300,10,"Music",2018-05-23,2018-06-14,"ZAYN - Entertainer (Official Video)","Entertainer","Pop","RCA Records Label","ZAYN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Velvet 레드벨벳 'Bad Boy' MV","Red Velvet|""레드벨벳""|""Bad Boy""|""The Perfect Red Velvet""|""IRENE""|""WENDY""|""SEULGI""|""JOY""|""YERI""|""아이린""|""웬디""|""슬기""|""조이""|""예리""|""배드보이""|""밷보이""|""kpop""|""k-pop""|""MV""|""music video""",21594339,1072246,128809,10,"Music",2018-01-29,2018-02-04,"Red Velvet 레드벨벳 'Bad Boy' MV","Red Velvet","레드벨벳","Bad Boy","The Perfect Red Velvet","IRENE","WENDY","SEULGI","JOY","YERI","아이린","웬디","슬기","조이","예리","배드보이","밷보이","kpop","k-pop","MV","music video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P!nk - Beautiful Trauma (Official Video)","Beautiful Trauma|""P!nk""|""Pop""|""RCA Records Label""",21545253,504791,34879,10,"Music",2017-11-21,2017-11-30,"P!nk - Beautiful Trauma (Official Video)","Beautiful Trauma","P!nk","Pop","RCA Records Label",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clean Bandit - Solo feat. Demi Lovato [Official Video]","clean bandit|""solo""|""demi lovato""|""I do it solo""|""Official Video""|""I Miss You""|""Julia Michaels""|""Symphony""|""Zara Larsson""|""Rockabye""|""Anne-Marie""|""Sean Paul""|""Tears""|""Louisa Johnson""|""Rather Be""|""Jess Glynne""|""Real Love""|""Extraordinary""|""Stronger""|""Come Over""|""New Eyes""",21250349,454441,13881,10,"Music",2018-05-31,2018-06-14,"Clean Bandit - Solo feat. Demi Lovato [Official Video]","clean bandit","solo","demi lovato","I do it solo","Official Video","I Miss You","Julia Michaels","Symphony","Zara Larsson","Rockabye","Anne-Marie","Sean Paul","Tears","Louisa Johnson","Rather Be","Jess Glynne","Real Love","Extraordinary","Stronger","Come Over","New Eyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I Got 99 Problems But Being A Girl Ain't One! DIY Girls Hacks and More by Blossom","hacks|""diy hacks""|""girl hacks""|""how to""|""how-to""|""how to make""|""diy crafts""|""tricks""|""tips""|""quick""|""heels""|""broken heels""|""repair""|""simple""|""easy""|""learn""|""last minute""|""last minute hacks""|""simple life hacks""|""simple hacks""|""easy hacks""|""diy videos""|""diy""|""crafts for girls""|""compilation""|""do it yourself""|""trucos de belliza""|""craftsy""|""useful things""|""diy projects""|""craft videos""|""satisfying""|""handmade""|""experiment""|""learning videos""|""teaching""|""learning""|""educational videos""|""blossom""|""renew""|""blossom diy""",21211851,114989,5264,26,"How To & Style",2018-04-21,2018-05-14,"I Got 99 Problems But Being A Girl Ain't One! DIY Girls Hacks and More by Blossom","hacks","diy hacks","girl hacks","how to","how-to","how to make","diy crafts","tricks","tips","quick","heels","broken heels","repair","simple","easy","learn","last minute","last minute hacks","simple life hacks","simple hacks","easy hacks","diy videos","diy","crafts for girls","compilation","do it yourself","trucos de belliza","craftsy","useful things","diy projects","craft videos","satisfying","handmade","experiment","learning videos","teaching","learning","educational videos","blossom","renew","blossom diy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jurassic World: Fallen Kingdom - Official Trailer #2 [HD]","Jurassic World|""Fallen Kingdom""|""Dinosaur""|""T-Rex""|""Chris Pratt""|""Bryce Dallas Howard""|""BD Wong""|""James Cromwell""|""Ted Levine""|""Justice Smith""|""Jeff Goldblum""|""Daniella Pineda""|""J.A. Bayona""|""Colin Trevorrow""|""Steven Spielberg""|""Isla Nublar""|""volcano""|""Jurassic Park""",21113889,254342,20099,24,"Entertainment",2018-02-04,2018-02-14,"Jurassic World: Fallen Kingdom - Official Trailer #2 [HD]","Jurassic World","Fallen Kingdom","Dinosaur","T-Rex","Chris Pratt","Bryce Dallas Howard","BD Wong","James Cromwell","Ted Levine","Justice Smith","Jeff Goldblum","Daniella Pineda","J.A. Bayona","Colin Trevorrow","Steven Spielberg","Isla Nublar","volcano","Jurassic Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fergie Performs The U.S. National Anthem / 2018 NBA All-Star Game","mlg highlights|""mlg""|""basketball""|""highlights""|""sports""|""plays""|""nba""|""game""|""team""|""nba highlights""|""game highlights""|""team lebron""|""team stephen""|""lebron""|""stephen""|""all star game""|""nba all star game""|""team stephen vs team lebron""|""team lebron vs team stephen""|""team lebron vs team stephen full game highlights""|""team stephen vs team lebron highlights""|""Fergie""|""Fergie Performs The U S National Anthem""",21005589,59281,65181,17,"Sports",2018-02-19,2018-02-28,"Fergie Performs The U.S. National Anthem / 2018 NBA All-Star Game","mlg highlights","mlg","basketball","highlights","sports","plays","nba","game","team","nba highlights","game highlights","team lebron","team stephen","lebron","stephen","all star game","nba all star game","team stephen vs team lebron","team lebron vs team stephen","team lebron vs team stephen full game highlights","team stephen vs team lebron highlights","Fergie","Fergie Performs The U S National Anthem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sam Smith - Pray (Official Video) ft. Logic","Sam|""Smith""|""Pray""|""Capitol""|""Pop""",20934803,359012,12451,10,"Music",2018-05-09,2018-06-08,"Sam Smith - Pray (Official Video) ft. Logic","Sam","Smith","Pray","Capitol","Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selena Gomez, Marshmello - Wolves","Selena|""Gomez""|""Marshmello""|""Wolves""|""Interscope""|""Records""|""Pop""",20752341,804496,44075,10,"Music",2017-11-18,2017-11-27,"Selena Gomez, Marshmello - Wolves","Selena","Gomez","Marshmello","Wolves","Interscope","Records","Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falcon Heavy Test Flight","[none]",20658640,384958,38514,28,"Science & Technology",2018-02-06,2018-02-16,"Falcon Heavy Test Flight","[none]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia)","Nicky Jam|""NickyJamPR""|""latin""|""will smith""|""Era Istrefi""|""fifa world cup 2018""|""fifa world cup russia 2018""|""world cup 2018""|""russia 2018""|""fifa world cup""|""equis""|""diplo""|""era istrefi""|""ultra music""|""la industria inc""|""manuel turizo""|""valentino""|""alikilados""|""brytiago""|""jbalvin""|""maluma""|""bad bunny""|""ozuna""|""cancion del mundial 2018""|""cancion fifa 2018""|""shakira""|""waka waka""|""ricky martin""|""la copa de la vida""|""james rodriguez""|""cristiano ronaldo""|""messi""|""neymar""",20409647,568680,64390,10,"Music",2018-06-08,2018-06-14,"Live It Up (Official Video) - Nicky Jam feat. Will Smith & Era Istrefi (2018 FIFA World Cup Russia)","Nicky Jam","NickyJamPR","latin","will smith","Era Istrefi","fifa world cup 2018","fifa world cup russia 2018","world cup 2018","russia 2018","fifa world cup","equis","diplo","era istrefi","ultra music","la industria inc","manuel turizo","valentino","alikilados","brytiago","jbalvin","maluma","bad bunny","ozuna","cancion del mundial 2018","cancion fifa 2018","shakira","waka waka","ricky martin","la copa de la vida","james rodriguez","cristiano ronaldo","messi","neymar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meghan Trainor - No Excuses","meghan trainor|""no excuses""|""no excuses official video""|""all about that bass""|""like i'm gonna lose you""|""me too""|""no""|""dear future husband""|""better when i'm dancin'""|""fifth harmony""|""rixton""|""ariana grande""|""tori kelly""|""nick jonas""|""shawn mendes""|""selena gomez""|""Epic""|""Meghan Trainor""|""No Excuses""|""Pop""",19998243,371137,23556,10,"Music",2018-03-01,2018-03-16,"Meghan Trainor - No Excuses","meghan trainor","no excuses","no excuses official video","all about that bass","like i'm gonna lose you","me too","no","dear future husband","better when i'm dancin'","fifth harmony","rixton","ariana grande","tori kelly","nick jonas","shawn mendes","selena gomez","Epic","Meghan Trainor","No Excuses","Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures","[none]",19864779,228670,46318,1,"Film & Animation",2018-06-05,2018-06-14,"Bumblebee (2018) - Official Teaser Trailer - Paramount Pictures","[none]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marvel Studios' Ant-Man and The Wasp - Official Trailer","marvel|""comics""|""comic books""|""nerd""|""geek""|""superhero""|""super hero""|""marvel studios""|""ant-man""|""the wap""|""ant-man and the wasp""|""antman""|""ant man""",19834563,446196,32200,24,"Entertainment",2018-05-01,2018-05-25,"Marvel Studios' Ant-Man and The Wasp - Official Trailer","marvel","comics","comic books","nerd","geek","superhero","super hero","marvel studios","ant-man","the wap","ant-man and the wasp","antman","ant man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
